"state","year","traditional","nborsstd","prevadoptstd","complexity","igrole","regov","unified","perdemstd","incpcadjstd","exppcadjstd","logpopstd","collegstd","perurbanstd","profstd","traditional_nborsstd","traditional_prevadoptstd","traditional_complexity","traditional_igrole","traditional_regov","traditional_unified","traditional_perdemstd","traditional_incpcadjstd","traditional_exppcadjstd","traditional_logpopstd","traditional_collegstd","traditional_perurbanstd","traditional_profstd","intercept","event","billnum"
"IL",1968,1,-0.745413601398468,1.13177609443665,0,1,0,0,-0.5947385430336,-0.893836975097656,-1.40932536125183,1.17547202110291,-1.3900488615036,1.04517376422882,-1.28839910030365,-0.745413601398468,1.07694244384766,0,1,1,0,-0.5947385430336,-0.90452653169632,-1.40932536125183,1.17547202110291,-1.3900488615036,1.06743586063385,-1.17592144012451,1,0,15
"IL",1969,1,-0.745413601398468,1.13177609443665,0,1,0,0,-0.5947385430336,-0.838806569576263,-1.40932536125183,1.14524793624878,-1.4328099489212,1.02291166782379,-1.28839910030365,-0.745413601398468,1.13177609443665,0,1,1,1,-0.5947385430336,-0.90452653169632,-1.23833024501801,1.16607236862183,-1.3900488615036,1.04517376422882,-1.16833865642548,1,0,15
"IL",1970,1,-0.745413601398468,1.13177609443665,0,1,1,0,-0.878900527954102,-0.907509386539459,-1.29502058029175,1.18884193897247,-1.4114294052124,1.02291166782379,-1.34842920303345,-0.745413601398468,1.13177609443665,0,1,1,0,-0.878900527954102,-0.907509386539459,-1.40932536125183,1.18884193897247,-1.4114294052124,1.08501470088959,-1.34842920303345,1,0,15
"IL",1971,1,-0.745413601398468,1.13177609443665,0,1,1,0,-0.878900527954102,-0.907509386539459,-1.29502058029175,1.14524793624878,-1.3686683177948,1.06743586063385,-1.34842920303345,-0.745413601398468,1.13177609443665,0,1,0,0,-0.878900527954102,-1.00226020812988,-1.30042052268982,1.18477714061737,-1.32285273075104,1.04517376422882,-1.16833865642548,1,0,15
"IL",1972,1,-0.745413601398468,1.07694244384766,0,1,1,1,-0.5947385430336,-1.00226020812988,-1.40932536125183,1.14524793624878,-1.32285273075104,1.06743586063385,-1.28839910030365,-0.745413601398468,1.13177609443665,0,1,1,1,-0.5947385430336,-0.893836975097656,-1.22361731529236,1.18884193897247,-1.4114294052124,1.06743586063385,-1.22836887836456,1,0,15
"IL",1973,1,-0.745413601398468,1.13177609443665,0,1,1,1,-0.508180618286133,-0.907509386539459,-1.30042052268982,1.17547202110291,-1.32285273075104,1.00064945220947,-1.16833865642548,-0.745413601398468,1.13177609443665,0,1,1,1,-0.5947385430336,-0.838806569576263,-1.23833024501801,1.14524793624878,-1.4114294052124,1.02291166782379,-1.34842920303345,1,0,15
"IL",1974,1,-0.745413601398468,1.13177609443665,0,1,1,0,-0.508180618286133,-1.00226020812988,-1.40932536125183,1.18884193897247,-1.4114294052124,1.04517376422882,-1.16833865642548,-0.745413601398468,1.13177609443665,0,1,1,1,-0.5947385430336,-1.00226020812988,-1.40932536125183,1.18477714061737,-1.4114294052124,1.08501470088959,-1.16833865642548,1,0,15
"IL",1975,1,-0.745413601398468,1.13177609443665,0,1,1,1,-0.5947385430336,-0.90452653169632,-1.29502058029175,1.18884193897247,-1.4114294052124,1.02291166782379,-1.28839910030365,-0.745413601398468,1.13177609443665,0,1,1,0,-0.878900527954102,-0.838806569576263,-1.29502058029175,1.16607236862183,-1.3900488615036,1.00064945220947,-1.34842920303345,1,0,15
"IL",1976,1,-0.745413601398468,1.13177609443665,0,1,1,0,-0.878900527954102,-0.893836975097656,-1.40932536125183,1.18477714061737,-1.3686683177948,1.02291166782379,-1.16833865642548,-0.745413601398468,1.13177609443665,0,1,1,0,-0.878900527954102,-0.838806569576263,-1.30042052268982,1.18477714061737,-1.4328099489212,1.06743586063385,-1.22836887836456,1,0,15
"IL",1977,1,-0.745413601398468,1.13177609443665,0,1,1,1,-0.878900527954102,-0.907509386539459,-1.29502058029175,1.16607236862183,-1.3900488615036,1.08501470088959,-1.17592144012451,-0.745413601398468,1.13177609443665,0,1,0,1,-0.878900527954102,-0.90452653169632,-1.40932536125183,1.16607236862183,-1.4114294052124,1.02291166782379,-1.22836887836456,1,0,15
"IL",1978,1,-0.745413601398468,1.13177609443665,0,1,1,1,-0.5947385430336,-0.907509386539459,-1.22361731529236,1.14524793624878,-1.32285273075104,1.08501470088959,-1.34842920303345,-0.745413601398468,1.13177609443665,0,1,0,0,-0.508180618286133,-1.00226020812988,-1.30042052268982,1.18884193897247,-1.4328099489212,1.08501470088959,-1.34842920303345,1,0,15
"IL",1979,1,-0.745413601398468,1.13177609443665,0,1,1,1,-0.878900527954102,-0.838806569576263,-1.30042052268982,1.17547202110291,-1.3900488615036,1.06743586063385,-1.16833865642548,-0.745413601398468,1.13177609443665,0,1,0,1,-0.5947385430336,-0.90452653169632,-1.40932536125183,1.18884193897247,-1.3686683177948,1.04517376422882,-1.16833865642548,1,0,15
"IL",1980,1,-0.745413601398468,1.13177609443665,0,1,0,1,-0.5947385430336,-0.907509386539459,-1.30042052268982,1.18477714061737,-1.32285273075104,1.02291166782379,-1.28839910030365,-0.745413601398468,1.13177609443665,0,1,0,1,-0.508180618286133,-0.838806569576263,-1.29502058029175,1.18477714061737,-1.32285273075104,1.02291166782379,-1.22836887836456,1,0,15
"IL",1981,1,-0.745413601398468,1.07694244384766,0,1,1,0,-0.878900527954102,-0.90452653169632,-1.30042052268982,1.16607236862183,-1.3686683177948,1.08501470088959,-1.28839910030365,-0.745413601398468,1.13177609443665,0,1,0,0,-0.5947385430336,-0.893836975097656,-1.40932536125183,1.16607236862183,-1.4114294052124,1.02291166782379,-1.34842920303345,1,0,15
"IL",1982,1,-0.745413601398468,1.13177609443665,0,1,1,0,-0.508180618286133,-0.907509386539459,-1.40932536125183,1.17547202110291,-1.4328099489212,1.06743586063385,-1.17592144012451,-0.745413601398468,1.13177609443665,0,1,1,1,-0.508180618286133,-1.00226020812988,-1.30042052268982,1.14524793624878,-1.3686683177948,1.00064945220947,-1.22836887836456,1,0,15
"IL",1983,1,-0.745413601398468,1.07694244384766,0,1,1,0,-0.5947385430336,-0.90452653169632,-1.22361731529236,1.16607236862183,-1.4114294052124,1.04517376422882,-1.28839910030365,-0.745413601398468,1.13177609443665,0,1,1,0,-0.5947385430336,-1.00226020812988,-1.40932536125183,1.18884193897247,-1.32285273075104,1.02291166782379,-1.28839910030365,1,0,15
"IL",1984,1,-0.745413601398468,1.07694244384766,0,1,0,1,-0.878900527954102,-0.838806569576263,-1.22361731529236,1.18884193897247,-1.32285273075104,1.02291166782379,-1.17592144012451,-0.745413601398468,1.13177609443665,0,1,1,0,-0.5947385430336,-1.00226020812988,-1.29502058029175,1.14524793624878,-1.3686683177948,1.08501470088959,-1.17592144012451,1,0,15
"IL",1985,1,-0.745413601398468,1.13177609443665,0,1,1,1,-0.5947385430336,-0.907509386539459,-1.40932536125183,1.17547202110291,-1.32285273075104,1.02291166782379,-1.22836887836456,-0.745413601398468,1.13177609443665,0,1,1,1,-0.5947385430336,-0.907509386539459,-1.23833024501801,1.17547202110291,-1.3686683177948,1.04517376422882,-1.28839910030365,1,0,15
"IL",1986,1,-0.745413601398468,1.13177609443665,0,1,1,1,-0.5947385430336,-1.00226020812988,-1.22361731529236,1.18477714061737,-1.4114294052124,1.00064945220947,-1.22836887836456,-0.745413601398468,1.13177609443665,0,1,1,0,-0.878900527954102,-0.90452653169632,-1.29502058029175,1.17547202110291,-1.3686683177948,1.08501470088959,-1.17592144012451,1,0,15
"IL",1987,1,-0.745413601398468,1.13177609443665,0,1,0,1,-0.508180618286133,-0.893836975097656,-1.22361731529236,1.16607236862183,-1.3900488615036,1.06743586063385,-1.22836887836456,-0.745413601398468,1.13177609443665,0,1,1,1,-0.5947385430336,-0.893836975097656,-1.30042052268982,1.14524793624878,-1.3900488615036,1.04517376422882,-1.17592144012451,1,0,15
"IL",1988,1,-0.745413601398468,1.13177609443665,0,1,0,0,-0.878900527954102,-1.00226020812988,-1.29502058029175,1.14524793624878,-1.4328099489212,1.02291166782379,-1.16833865642548,-0.745413601398468,1.13177609443665,0,1,0,0,-0.5947385430336,-0.893836975097656,-1.30042052268982,1.18884193897247,-1.3686683177948,1.00064945220947,-1.16833865642548,1,0,15
"IL",1989,1,-0.745413601398468,1.13177609443665,0,1,1,0,-0.878900527954102,-1.00226020812988,-1.29502058029175,1.14524793624878,-1.4328099489212,1.02291166782379,-1.22836887836456,-0.745413601398468,1.13177609443665,0,1,1,0,-0.5947385430336,-0.90452653169632,-1.40932536125183,1.18477714061737,-1.4114294052124,1.06743586063385,-1.28839910030365,1,0,15
"IL",1990,1,-0.745413601398468,1.13177609443665,0,1,1,0,-0.508180618286133,-1.00226020812988,-1.23833024501801,1.14524793624878,-1.3900488615036,1.04517376422882,-1.34842920303345,-0.745413601398468,1.13177609443665,0,1,0,0,-0.5947385430336,-0.893836975097656,-1.30042052268982,1.17547202110291,-1.3686683177948,1.04517376422882,-1.28839910030365,1,0,15
"IL",1991,1,-0.745413601398468,1.13177609443665,0,1,1,1,-0.878900527954102,-1.00226020812988,-1.30042052268982,1.18477714061737,-1.4114294052124,1.02291166782379,-1.34842920303345,-0.745413601398468,1.07694244384766,0,1,1,1,-0.508180618286133,-0.90452653169632,-1.40932536125183,1.14524793624878,-1.3900488615036,1.08501470088959,-1.28839910030365,1,0,15
"IL",1992,1,-0.745413601398468,1.13177609443665,0,1,1,1,-0.508180618286133,-0.90452653169632,-1.40932536125183,1.18884193897247,-1.3686683177948,1.06743586063385,-1.16833865642548,-0.745413601398468,1.07694244384766,0,1,1,0,-0.878900527954102,-0.893836975097656,-1.23833024501801,1.16607236862183,-1.3686683177948,1.04517376422882,-1.22836887836456,1,0,15
"IL",1993,1,-0.745413601398468,1.07694244384766,0,1,1,1,-0.5947385430336,-0.893836975097656,-1.22361731529236,1.17547202110291,-1.4328099489212,1.00064945220947,-1.34842920303345,-0.745413601398468,1.07694244384766,0,1,1,0,-0.508180618286133,-0.907509386539459,-1.40932536125183,1.18477714061737,-1.32285273075104,1.08501470088959,-1.28839910030365,1,0,15
"IL",1994,1,-0.745413601398468,1.13177609443665,0,1,1,1,-0.878900527954102,-0.907509386539459,-1.22361731529236,1.18884193897247,-1.32285273075104,1.02291166782379,-1.17592144012451,-0.745413601398468,1.13177609443665,0,1,1,0,-0.878900527954102,-0.907509386539459,-1.29502058029175,1.17547202110291,-1.4328099489212,1.00064945220947,-1.16833865642548,1,0,15
"IL",1995,1,-0.745413601398468,1.13177609443665,0,1,1,0,-0.5947385430336,-0.90452653169632,-1.22361731529236,1.17547202110291,-1.4328099489212,1.06743586063385,-1.17592144012451,-0.745413601398468,1.13177609443665,0,1,0,0,-0.878900527954102,-0.838806569576263,-1.23833024501801,1.16607236862183,-1.32285273075104,1.04517376422882,-1.28839910030365,1,0,15
"IL",1996,1,-0.745413601398468,1.13177609443665,0,1,0,1,-0.508180618286133,-1.00226020812988,-1.29502058029175,1.14524793624878,-1.4114294052124,1.04517376422882,-1.16833865642548,-0.745413601398468,1.07694244384766,0,1,1,1,-0.508180618286133,-0.907509386539459,-1.29502058029175,1.14524793624878,-1.3686683177948,1.02291166782379,-1.34842920303345,1,0,15
"IL",1997,1,-0.745413601398468,1.13177609443665,0,1,1,0,-0.878900527954102,-0.90452653169632,-1.22361731529236,1.18477714061737,-1.4328099489212,1.02291166782379,-1.28839910030365,-0.745413601398468,1.07694244384766,0,1,1,0,-0.508180618286133,-0.893836975097656,-1.29502058029175,1.17547202110291,-1.3900488615036,1.00064945220947,-1.17592144012451,1,1,15
"IN",1957,1,-0.182667419314384,1.13177609443665,0,1,1,1,0.779442131519318,-1.29346477985382,-1.27107810974121,0.53930938243866,-1.53818571567535,-0.151891767978668,0.670481383800507,-0.745413601398468,0.528606653213501,0,1,1,0,-0.78038501739502,-1.04840350151062,-1.13546919822693,0.514779090881348,-1.3686683177948,-0.20488515496254,0.678064167499542,1,0,15
"IN",1958,1,-0.745413601398468,0.802774608135223,0,1,0,0,0.779442131519318,-1.13066267967224,-1.33752524852753,0.53930938243866,-1.42975556850433,-0.187220692634583,0.670481383800507,-0.182667419314384,0.802774608135223,0,1,1,0,0.779442131519318,-1.13066267967224,-1.27107810974121,0.514779090881348,-1.55498468875885,-0.0988983735442162,0.685646951198578,1,0,15
"IN",1959,1,-0.182667419314384,0.528606653213501,0,1,0,1,-0.614445626735687,-1.13066267967224,-1.22465634346008,0.53930938243866,-1.42975556850433,-0.20488515496254,0.65531587600708,-0.182667419314384,1.13177609443665,0,1,1,1,0.779442131519318,-0.806345224380493,-1.28075265884399,0.45422950387001,-1.52138662338257,-0.222549617290497,0.640150368213654,1,0,15
"IN",1960,1,-0.745413601398468,1.07694244384766,0,1,0,1,0.206952512264252,-0.806345224380493,-1.33752524852753,0.514779090881348,-1.3686683177948,-0.275346338748932,0.536519229412079,-0.182667419314384,0.802774608135223,0,1,0,0,0.206952512264252,-1.43646657466888,-1.22465634346008,0.53930938243866,-1.49084293842316,-0.134227305650711,0.670481383800507,1,0,15
"IN",1961,1,-0.745413601398468,0.528606653213501,0,1,0,0,0.779442131519318,-1.3080598115921,-1.20307803153992,0.477619826793671,-1.46029925346375,-0.0988983735442162,0.647733092308044,-0.182667419314384,0.802774608135223,0,1,1,1,-0.763790786266327,-1.17787778377533,-1.13546919822693,0.477619826793671,-1.55498468875885,-0.275346338748932,0.678064167499542,1,1,15
"KS",1957,1,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,1,0,15
"KS",1958,1,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,1,0,15
"KS",1959,1,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,1,0,15
"KS",1960,1,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,1,0,15
"KS",1961,1,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,1,0,15
"KS",1962,1,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,1,0,15
"KS",1963,1,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,1,0,15
"KS",1964,1,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,1,0,15
"KS",1965,1,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,1,0,15
"KS",1966,1,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,1,0,15
"KS",1967,1,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,1,0,15
"KS",1968,1,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,1,0,15
"KS",1969,1,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,1,0,15
"KS",1970,1,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,1,0,15
"KS",1971,1,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,1,0,15
"KS",1972,1,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,1,0,15
"KS",1973,1,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,1,0,15
"KS",1974,1,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,1,0,15
"KS",1975,1,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,1,0,15
"KS",1976,1,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,1,0,15
"KS",1977,1,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,1,0,15
"KS",1978,1,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,1,0,15
"KS",1979,1,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,1,0,15
"KS",1980,1,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,1,0,15
"KS",1981,1,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,1,0,15
"KS",1982,1,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,1,0,15
"KS",1983,1,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,1,0,15
"KS",1984,1,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,1,0,15
"KS",1985,1,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,1,0,15
"KS",1986,1,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,1,0,15
"KS",1987,1,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,1,0,15
"KS",1988,1,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,1,0,15
"KS",1989,1,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,1,0,15
"KS",1990,1,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,1,0,15
"KS",1991,1,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,1,0,15
"KS",1992,1,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,1,0,15
"KS",1993,1,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,1,0,15
"KS",1994,1,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,1,0,15
"KS",1995,1,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,1,0,15
"KS",1996,1,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,-0.745413601398468,1,0,1,0,0,-1.57025444507599,-1.47502315044403,-1.21265912055969,-0.268310606479645,-1.3427060842514,-0.509942829608917,0.632567584514618,1,0,15
