"state","year","republican","legprof_squire","exp_pupil10000_adj","mathscore4th","readscore4th","time","intercept","event"
"New Hampshire",1995,0,3.4,0.921518068140089,234.554090909091,224.8235,7,1,0
"New Jersey",1995,0,17,1,90,152,0,1,0
"New Mexico",1995,0,9.4,0.696262894345868,213.844,204.7025,7,1,0
"New York",1995,0,51.5,1.51381125899671,222.634,213.5815,7,1,0
"North Carolina",1995,0,14.9,0.782321431409447,224.325,213.6295,7,1,0
"North Dakota",1995,1,5.8,0.708877027198202,230.904,224.82725,7,1,0
"Ohio",1995,1,31.5,0.927253677297061,224.36,219.3964,7,1,0
"Oklahoma",1995,0,18.8,0.72269871056064,222.025,219.566333333333,7,1,0
"Oregon",1995,0,15.3,0.986072213117761,223.476,211.557,7,1,0
"Pennsylvania",1995,1,28.3,1.10461379636949,226.212,216.61,7,1,0
"Rhode Island",1995,0,11.3,1.21620023602405,220.418,218.913,7,1,0
"South Carolina",1995,0,13.5,0.717918390378464,213.194,206.1245,7,1,0
"South Dakota",1995,1,6.5,0.72778816933611,237.265,222.273,7,1,0
"Tennessee",1995,0,11.7,0.634743526115597,219.176,212.1635,7,1,0
"Texas",1995,0,21.5,0.792332530562299,228.713,213.274,7,1,0
"Utah",1995,1,6.7,0.54524783886467,226.516,216.7725,7,1,0
"Vermont",1995,0,11.7,1.0450234709856,224.881,226.961,7,1,0
"Washington",1995,0,19.8,0.908998184894394,225.053,215.426,7,1,0
"West Virginia",1995,0,11.6,0.943611015532918,223.35,214.384,7,1,0
"Wisconsin",1995,0,45.9,1.0784305568045,231.412,223.282,7,1,0
"Wyoming",1995,1,5.7,0.962069744548167,223.196,219.709,7,1,0
"Alabama",1996,0,7.61428571428571,0.707826071857728,213.041,210.4945,8,1,0
"Alaska",1996,0,23.1285714285714,1.37457567533433,225.141428571429,211.547,8,1,0
"Arizona",1996,1,19.1714285714286,0.740854955632713,217.899,206.3795,8,1,0
"Arkansas",1996,0,10.4285714285714,0.698236449931256,215.9285,208.715,8,1,0
"California",1996,0,57.8857142857143,0.827601718031134,210.02025,201.00975,8,1,0
"Colorado",1996,0,17.6285714285714,0.859347276335699,227.147,218.551,8,1,0
"Connecticut",1996,0,17.9714285714286,1.35679689720443,232.46225,228.10825,8,1,0
"Delaware",1996,0,15.0571428571429,1.195348808638,218.001285714286,206.878,8,1,0
"Florida",1996,0,24.5285714285714,0.887054734401038,218.330428571429,205.5205,8,1,0
"Georgia",1996,0,10.8285714285714,0.867221243814187,216.33625,208.09275,8,1,0
"Hawaii",1996,0,24.8142857142857,0.937924744752101,215.30425,200.01525,8,1,0
"Idaho",1996,1,11.4,0.721663641820511,223.381125,219.7675,8,1,0
"Illinois",1996,0,23.9571428571429,0.987948622370912,222.976,216.304,8,1,0
"Indiana",1996,0,10.5428571428571,0.996291485847623,230.302,220.556875,8,1,0
"Kentucky",1996,0,9.57142857142857,0.892237471682217,219.836,216.0155,8,1,0
"Louisiana",1996,0,14.1857142857143,0.758100866009546,211.3125,199.44625,8,1,0
"Maine",1996,0,9.67142857142857,1.0571514970748,231.5415,225.66575,8,1,0
"Maryland",1996,0,18.9714285714286,1.1419394463331,220.9055,211.1705,8,1,0
"Massachusetts",1996,0,33.9571428571429,1.20405952923444,230.073,222.9185,8,1,0
"Michigan",1996,0,49.1142857142857,1.14473852131448,227.021,215.965666666667,8,1,0
"Minnesota",1996,0,17.7571428571429,0.950585022956357,232.57475,218.98375,8,1,0
"Mississippi",1996,0,12.4142857142857,0.620170317241399,208.965,202.80325,8,1,0
"Missouri",1996,0,19.4571428571429,0.862604122392492,225.50075,215.8885,8,1,0
"Montana",1996,1,7.34285714285714,0.896036706813163,227.755,224.1685,8,1,0
"Nebraska",1996,0,17.0571428571429,0.946396672291732,226.92225,220.60875,8,1,0
"Nevada",1996,0,15.7714285714286,0.832480718400605,218.105,205.786,8,1,0
"New Hampshire",1996,0,3.3,0.954483483979262,235.776363636364,225.50225,8,1,0
"New Jersey",1996,0,10,1,99,218,0,1,0
"New Mexico",1996,0,9.61428571428571,0.698155343115992,213.752,204.78575,8,1,0
"New York",1996,0,51,1.4877800013063,223.26025,214.50175,8,1,0
"North Carolina",1996,0,15.6,0.800495179901767,225.71925,213.26525,8,1,0
"North Dakota",1996,1,5.7,0.751254275959601,230.632,224.621375,8,1,0
"Ohio",1996,1,31.3428571428571,0.95706119786701,225.772,219.903,8,1,0
"Oklahoma",1996,0,18.7857142857143,0.748366788799092,222.45125,219.388666666667,8,1,0
"Oregon",1996,0,15.3857142857143,1.01552703128971,223.5855,211.557,8,1,0
"Pennsylvania",1996,1,29.1,1.16917650249666,227.602714285714,217.281,8,1,0
"Rhode Island",1996,0,11.5857142857143,1.27435955870044,221.331,218.3995,8,1,0
"South Carolina",1996,0,13.3428571428571,0.787215639316939,214.86275,207.47875,8,1,0
"South Dakota",1996,1,6.475,0.732993332396213,237.265,222.273,8,1,0
"Tennessee",1996,0,11.6857142857143,0.711013937114313,219.34375,211.97975,8,1,0
"Texas",1996,0,21.2714285714286,0.85983588717962,229.35425,213.714,8,1,0
"Utah",1996,1,6.67142857142857,0.612509229794556,226.58925,216.49375,8,1,0
"Vermont",1996,0,12.0857142857143,1.09170936100361,226.55175,226.961,8,1,0
"Washington",1996,0,19.7857142857143,0.928258181489929,226.944428571429,216.7915,8,1,0
"West Virginia",1996,0,11.7285714285714,0.982868650314613,223.3135,215.0025,8,1,0
"Wisconsin",1996,0,45.6142857142857,1.12378243567084,232.175285714286,222.8355,8,1,0
"Wyoming",1996,1,5.65714285714286,0.977348782683001,224.55375,218.9705,8,1,0
"Alabama",1997,0,8.52857142857143,0.73432235314566,214.435,211.338,9,1,0
"Alaska",1997,0,23.0571428571429,1.34923086893929,226.449857142857,211.547,9,1,0
"Arizona",1997,1,19.8428571428571,0.755986391113275,218.222,206.435,9,1,0
"Arkansas",1997,0,10.4571428571429,0.705402518743361,216.011,208.742,9,1,0
"California",1997,0,58.6714285714286,0.872995160142327,210.9115,202.425,9,1,0
"Colorado",1997,1,18.0571428571429,0.896181699504085,228.488,220.241,9,1,0
"Connecticut",1997,0,18.1428571428571,1.38476419853461,232.8975,230.005,9,1,0
"Delaware",1997,0,15.0142857142857,1.20100158736627,220.977571428571,207.041,9,1,0
"Florida",1997,1,24.1571428571429,0.899017460253004,220.896857142857,205.733,9,1,0
"Georgia",1997,0,10.9571428571429,0.905418635541677,217.2165,208.509,9,1,0
"Hawaii",1997,0,24.4285714285714,0.964134427449992,215.6425,199.727,9,1,0
"Idaho",1997,1,11.8,0.754281458344587,223.74475,219.8576,9,1,0
"Illinois",1997,0,24.3142857142857,1.05746405898474,222.976,216.304,9,1,0
"Indiana",1997,0,10.4857142857143,1.00712719584384,231.21,220.8215,9,1,0
"Kentucky",1997,0,10.4428571428571,0.90132577832689,219.684,217.5,9,1,0
"Louisiana",1997,0,13.9714285714286,0.817217902938636,213.604,200.341,9,1,0
"Maine",1997,0,9.54285714285714,1.09420859090097,230.876,224.761,9,1,0
"Maryland",1997,0,19.0428571428571,1.16267031595575,221.116,211.679,9,1,0
"Massachusetts",1997,0,34.7142857142857,1.26497990922031,231.18,222.838,9,1,0
"Michigan",1997,1,46.6285714285714,1.1497981260711,227.784,215.952,9,1,0
"Minnesota",1997,0,17.6142857142857,1.0102520039844,232.9565,219.211,9,1,0
"Mississippi",1997,0,12.1285714285714,0.647683952381869,209.496,203.228,9,1,0
"Missouri",1997,0,19.1142857142857,0.888427265618932,226.2675,215.552,9,1,0
"Montana",1997,1,7.38571428571429,0.917159488640024,227.994,224.791,9,1,0
"Nebraska",1997,0,16.9142857142857,0.947924946743044,226.3005,220.8,9,1,0
"Nevada",1997,0,15.4428571428571,0.851615948100219,218.587,205.786,9,1,0
"New Hampshire",1997,0,3.2,0.978880332105279,236.998636363636,226.181,9,1,0
"New Jersey",1997,0,14,1,119,195,0,1,0
"New Mexico",1997,0,9.82857142857143,0.731390215215995,213.66,204.869,9,1,0
"New York",1997,0,50.5,1.50571098779797,223.8865,215.422,9,1,0
"North Carolina",1997,0,16.3,0.841904375710971,227.1135,212.901,9,1,0
"North Dakota",1997,1,5.6,0.759417255045826,230.36,224.4155,9,1,0
"Ohio",1997,1,31.1857142857143,0.984347638928926,227.184,220.4096,9,1,0
"Oklahoma",1997,0,18.7714285714286,0.773001813862208,222.8775,219.211,9,1,0
"Oregon",1997,0,15.4714285714286,1.08552093150493,223.695,211.557,9,1,0
"Pennsylvania",1997,1,29.9,1.16228498783932,228.993428571429,217.952,9,1,0
"Rhode Island",1997,0,11.8714285714286,1.30600628667295,222.244,217.886,9,1,0
"South Carolina",1997,0,13.1857142857143,0.816366845336423,216.5315,208.833,9,1,0
"South Dakota",1997,1,6.45,0.773204482987844,237.265,222.273,9,1,0
"Tennessee",1997,0,11.6714285714286,0.73292789968791,219.5115,211.796,9,1,0
"Texas",1997,0,21.0428571428571,0.873307196662932,229.9955,214.154,9,1,0
"Utah",1997,1,6.64285714285714,0.635217067167385,226.6625,216.215,9,1,1
"Vermont",1997,0,12.4714285714286,1.12413300138003,228.2225,226.961,9,1,0
"Washington",1997,0,19.7714285714286,0.965593844939012,228.835857142857,218.157,9,1,0
"West Virginia",1997,0,11.8571428571429,1.00584653891984,223.277,215.621,9,1,0
"Wisconsin",1997,0,45.3285714285714,1.14802690337466,232.938571428571,222.389,9,1,0
"Wyoming",1997,1,5.61428571428571,1.00175342835558,225.9115,218.232,9,1,0
"Alabama",1998,0,9.44285714285714,0.765772819505998,215.829,210.2235,10,1,0
"Alaska",1998,0,22.9857142857143,1.33850627844678,227.758285714286,211.547,10,1,0
"Arizona",1998,1,20.5142857142857,0.748468425600234,218.545,206.163,10,1,0
"Arkansas",1998,0,10.4857142857143,0.71742460255999,216.0935,209.777,10,1,0
"California",1998,0,59.4571428571429,0.890317640707271,211.80275,203.298,10,1,0
"Colorado",1998,1,18.4857142857143,0.910903702362746,229.829,220.925,10,1,0
"Connecticut",1998,0,18.3142857142857,1.41172117823307,233.33275,229.849,10,1,0
"Delaware",1998,0,14.9714285714286,1.23186189675653,223.953857142857,211.35675,10,1,0
"Florida",1998,1,23.7857142857143,0.91881658015373,223.463285714286,207.901,10,1,0
"Georgia",1998,0,11.0857142857143,0.958111576309783,218.09675,210.08625,10,1,0
"Hawaii",1998,0,24.0428571428571,0.981504610800481,215.98075,201.6915,10,1,0
"Idaho",1998,1,12.2,0.792281288750418,224.108375,219.9477,10,1,0
"Illinois",1998,0,24.6714285714286,1.11830089736829,222.976,216.304,10,1,0
"Indiana",1998,0,10.4285714285714,1.05449787763542,232.118,221.086125,10,1,0
"Kentucky",1998,0,11.3142857142857,0.935204641346728,219.532,217.8855,10,1,0
"Louisiana",1998,0,13.7571428571429,0.854392139563961,215.8955,201.91575,10,1,0
"Maine",1998,0,9.41428571428571,1.13618583676339,230.2105,224.69775,10,1,0
"Maryland",1998,0,19.1142857142857,1.14663396431882,221.3265,213.062,10,1,0
"Massachusetts",1998,0,35.4714285714286,1.29419389995867,232.287,225.5655,10,1,0
"Michigan",1998,1,44.1428571428571,1.18688882781377,228.547,216.61725,10,1,0
"Minnesota",1998,0,17.4714285714286,1.04497681124434,233.33825,220.723,10,1,0
"Mississippi",1998,0,11.8428571428571,0.677308714060837,210.027,203.11925,10,1,0
"Missouri",1998,0,18.7714285714286,0.911803969396641,227.03425,216.707,10,1,0
"Montana",1998,1,7.42857142857143,0.956278029792208,228.233,224.634,10,1,0
"Nebraska",1998,0,16.7714285714286,0.965324758659096,225.67875,220.99125,10,1,0
"Nevada",1998,0,15.1142857142857,0.858445423516488,219.069,206.62175,10,1,0
"New Hampshire",1998,0,3.1,1.00099029806826,238.220909090909,226.5028,10,1,0
"New Jersey",1998,0,10,1,153,58,0,1,0
"New Mexico",1998,0,10.0428571428571,0.773109983236575,213.568,205.527,10,1,0
"New York",1998,0,50,1.55527523088613,224.51275,217.17775,10,1,0
"North Carolina",1998,0,17,0.887531405339125,228.50775,215.08425,10,1,0
"North Dakota",1998,1,5.5,0.810756510790212,230.088,224.209625,10,1,0
"Ohio",1998,1,31.0285714285714,1.03165442828758,228.596,220.9162,10,1,0
"Oklahoma",1998,0,18.7571428571429,0.799163578848879,223.30375,217.74025,10,1,0
"Oregon",1998,0,15.5571428571429,1.1196295518803,223.8045,213.652,10,1,0
"Pennsylvania",1998,1,30.7,1.17562049530765,230.384142857143,218.623,10,1,0
"Rhode Island",1998,0,12.1571428571429,1.33960644518914,223.157,218.3205,10,1,0
"South Carolina",1998,0,13.0285714285714,0.85239936352603,218.20025,210.0895,10,1,0
"South Dakota",1998,1,6.425,0.807108883085817,237.265,222.273,10,1,0
"Tennessee",1998,0,11.6571428571429,0.752617539216527,219.67925,212.2705,10,1,0
"Texas",1998,0,20.8142857142857,0.885172129295872,230.63675,214.8485,10,1,0
"Vermont",1998,0,12.8571428571429,1.16970780470344,229.89325,226.961,10,1,0
"Washington",1998,0,19.7571428571429,0.951459662104885,230.727285714286,219.53175,10,1,0
"West Virginia",1998,0,11.9857142857143,1.0460361165766,223.2405,216.41025,10,1,0
"Wisconsin",1998,0,45.0428571428571,1.17986171812766,233.701857142857,222.0778,10,1,0
"Wyoming",1998,1,5.57142857142857,1.07966501875918,227.26925,218.9565,10,1,0
"Alabama",1999,0,10.3571428571429,0.779250163978243,217.223,209.109,11,1,0
"Alaska",1999,0,22.9142857142857,1.35848680224307,229.066714285714,211.547,11,1,0
"Arizona",1999,0,21.1857142857143,0.756734511591051,218.868,205.891,11,1,0
"Arkansas",1999,0,10.5142857142857,0.78880780512214,216.176,210.812,11,1,0
"California",1999,0,60.2428571428571,0.912304143754146,212.694,204.171,11,1,0
"Colorado",1999,0,18.9142857142857,0.910236058995573,231.17,221.609,11,1,0
"Connecticut",1999,0,18.4857142857143,1.43950206155758,233.768,229.693,11,1,0
"Delaware",1999,0,14.9285714285714,1.25835479701889,226.930142857143,215.6725,11,1,0
"Florida",1999,1,23.4142857142857,0.87969554069234,226.029714285714,210.069,11,1,0
"Georgia",1999,0,11.2142857142857,0.977064124222237,218.977,211.6635,11,1,0
"Hawaii",1999,0,23.6571428571429,1.0146619611611,216.319,203.656,11,1,0
"Idaho",1999,1,12.6,0.804137081991374,224.472,220.0378,11,1,0
"Illinois",1999,0,25.0285714285714,1.14057925337496,222.976,216.304,11,1,0
"Indiana",1999,0,10.3714285714286,1.0778102670817,233.026,221.35075,11,1,0
"Kentucky",1999,0,12.1857142857143,0.947997458644524,219.38,218.271,11,1,0
"Louisiana",1999,0,13.5428571428571,0.863766049329929,218.187,203.4905,11,1,0
"Maine",1999,0,9.28571428571429,1.16327647152013,229.545,224.6345,11,1,0
"Maryland",1999,0,19.1857142857143,1.16367895242151,221.537,214.445,11,1,0
"Massachusetts",1999,0,36.2285714285714,1.34268184818395,233.394,228.293,11,1,0
"Michigan",1999,1,41.6571428571429,1.25549763120577,229.31,217.2825,11,1,0
"Minnesota",1999,0,17.3285714285714,1.05505710792326,233.72,222.235,11,1,0
"Mississippi",1999,0,11.5571428571429,0.723239902664065,210.558,203.0105,11,1,0
"Missouri",1999,0,18.4285714285714,0.934949473575904,227.801,217.862,11,1,0
"Montana",1999,1,7.47142857142857,0.957915987998285,228.472,224.477,11,1,0
"Nebraska",1999,0,16.6285714285714,1.00340397816546,225.057,221.1825,11,1,0
"Nevada",1999,0,14.7857142857143,0.860199618623219,219.551,207.4575,11,1,0
"New Hampshire",1999,0,3,1.01419645532205,239.443181818182,226.8246,11,1,0
"New Jersey",1999,0,13,1,37,192,0,1,0
"New Mexico",1999,0,10.2571428571429,0.813864879831723,213.476,206.185,11,1,0
"New York",1999,0,49.5,1.56892592569912,225.139,218.9335,11,1,0
"North Carolina",1999,0,17.7,0.919086962274835,229.902,217.2675,11,1,0
"North Dakota",1999,1,5.4,0.815779059381387,229.816,224.00375,11,1,0
"Ohio",1999,1,30.8714285714286,1.07796635167607,230.008,221.4228,11,1,0
"Oklahoma",1999,0,18.7428571428571,0.782743411885437,223.73,216.2695,11,1,0
"Oregon",1999,0,15.6428571428571,1.14431296777174,223.914,215.747,11,1,0
"Pennsylvania",1999,1,31.5,1.18468494445861,231.774857142857,219.294,11,1,0
"Rhode Island",1999,0,12.4428571428571,1.38198505277419,224.07,218.755,11,1,0
"South Carolina",1999,0,12.8714285714286,0.902483498687664,219.869,211.346,11,1,0
"South Dakota",1999,1,6.95,0.682413953594176,237.265,222.273,6,1,0
"Tennessee",1999,0,11.6428571428571,0.81241051591979,219.847,212.745,11,1,0
"Texas",1999,0,20.5857142857143,0.945852602121843,231.278,215.543,11,1,0
"Vermont",1999,0,13.2428571428571,1.25242052303529,231.564,226.961,11,1,0
"Washington",1999,0,19.7428571428571,0.965138676870707,232.618714285714,220.9065,11,1,0
"West Virginia",1999,0,12.1142857142857,1.07122039160323,223.204,217.1995,11,1,0
"Wisconsin",1999,0,44.7571428571429,1.17325623582288,234.465142857143,221.7666,11,1,0
"Wyoming",1999,1,5.52857142857143,1.12325609478797,228.627,219.681,11,1,0
"Alabama",2000,0,11.2714285714286,0.795338915932941,219.263666666667,207.9945,12,1,0
"Alaska",2000,0,22.8428571428571,1.36708040181942,230.375142857143,211.547,12,1,0
"Arizona",2000,0,21.8571428571429,0.817256227472205,222.215666666667,205.619,12,1,0
"Arkansas",2000,0,10.5428571428571,0.810660585257993,220.453,211.847,12,1,0
"California",2000,0,61.0285714285714,0.98083131611351,217.614333333333,205.044,12,1,0
"Colorado",2000,0,19.3428571428571,0.946205840688852,232.511,222.293,12,1,0
"Connecticut",2000,0,18.6571428571429,1.47195134297929,236.050333333333,229.537,12,1,0
"Delaware",2000,0,14.8857142857143,1.35100049161885,229.906428571429,219.98825,12,1,0
"Florida",2000,1,23.0428571428571,0.887984989274073,228.596142857143,212.237,12,1,0
"Georgia",2000,0,11.3428571428571,1.02366223008615,222.736333333333,213.24075,12,1,0
"Hawaii",2000,0,23.2714285714286,0.992187489131061,219.824333333333,205.6205,12,1,0
"Idaho",2000,1,13,0.84369909704106,227.962666666667,220.1279,12,1,0
"Illinois",2000,0,25.3857142857143,1.19199595598992,226.269666666667,216.304,12,1,0
"Indiana",2000,0,10.3142857142857,1.11448251933367,234.673333333333,221.615375,12,1,0
"Kentucky",2000,0,13.0571428571429,0.972330883564131,222.495333333333,218.6565,12,1,0
"Louisiana",2000,0,13.3285714285714,0.893380406442826,220.874,205.06525,12,1,0
"Maine",2000,0,9.15714285714286,1.22410609262255,232.235333333333,224.57125,12,1,0
"Maryland",2000,0,19.2571428571429,1.20763321980688,225.384666666667,215.828,12,1,0
"Massachusetts",2000,0,36.9857142857143,1.40306787886073,236.151,231.0205,12,1,0
"Michigan",2000,1,39.1714285714286,1.23843634770647,231.435666666667,217.94775,12,1,0
"Minnesota",2000,0,17.1857142857143,1.09018028777061,236.450666666667,223.747,12,1,0
"Mississippi",2000,0,11.2714285714286,0.72858375613496,214.669,202.90175,12,1,0
"Missouri",2000,0,18.0857142857143,0.979248795132133,230.146,219.017,12,1,0
"Montana",2000,1,7.51428571428571,0.99985203308898,230.899666666667,224.32,12,1,0
"Nebraska",2000,0,16.4857142857143,1.02188065681971,228.789333333333,221.37375,12,1,0
"Nevada",2000,0,14.4571428571429,0.835876745656584,222.205333333333,208.29325,12,1,0
"New Hampshire",2000,0,2.9,1.06387532845905,240.665454545455,227.1464,12,1,0
"New Jersey",2000,0,4,1,89,109,0,1,0
"New Mexico",2000,0,10.4714285714286,0.860878786566014,216.49,206.843,12,1,0
"New York",2000,0,49,1.65931961215011,228.736,220.68925,12,1,0
"North Carolina",2000,0,18.4,0.933360189323404,233.948,219.45075,12,1,0
"North Dakota",2000,1,5.3,0.844007947569192,232.403,223.797875,12,1,0
"Ohio",2000,1,30.7142857142857,1.12929110223703,232.599333333333,221.9294,12,1,0
"Oklahoma",2000,0,18.7285714285714,0.856029118381428,225.519,214.79875,12,1,0
"Oregon",2000,0,15.7285714285714,1.16733766514378,228.044666666667,217.842,12,1,0
"Pennsylvania",2000,1,32.3,1.21618422726888,233.165571428571,219.965,12,1,0
"Rhode Island",2000,0,12.7285714285714,1.41175061066378,226.146,219.1895,12,1,0
"South Carolina",2000,0,12.7142857142857,0.970379409490993,225.177,212.6025,12,1,0
"South Dakota",2000,1,6.725,0.747845323609152,237.265,222.273,3,1,0
"Tennessee",2000,0,11.6285714285714,0.822736979167752,222.483,213.2195,12,1,0
"Texas",2000,0,20.3571428571429,0.95926987690167,233.287333333333,216.2375,12,1,0
"Vermont",2000,0,13.6285714285714,1.32379071631144,235.018,226.961,12,1,0
"Washington",2000,0,19.7285714285714,0.99470067078113,234.510142857143,222.28125,12,1,0
"West Virginia",2000,0,12.2428571428571,1.11247434529694,225.725333333333,217.98875,12,1,0
"Wisconsin",2000,0,44.4714285714286,1.21097130805516,235.228428571429,221.4554,12,1,0
"Wyoming",2000,1,5.48571428571429,1.16546578601695,232.78,220.4055,12,1,0
"Alabama",2001,0,12.1857142857143,0.743058835265659,221.304333333333,206.88,13,1,0
"Alaska",2001,1,22.7714285714286,1.27712674483066,231.683571428571,211.547,13,1,0
"Arizona",2001,0,22.5285714285714,0.775999372370935,225.563333333333,205.347,13,1,0
"Arkansas",2001,0,10.5714285714286,0.788920706030978,224.73,212.882,13,1,0
"California",2001,0,61.8142857142857,0.92638887075019,222.534666666667,205.917,13,1,0
"Colorado",2001,1,19.7714285714286,0.874456180415744,233.852,222.977,13,1,0
"Connecticut",2001,0,18.8285714285714,1.37982187920321,238.332666666667,229.381,13,1,0
"Delaware",2001,0,14.8428571428571,1.23681972848062,232.882714285714,224.304,13,1,0
"Florida",2001,1,22.6714285714286,0.796463552439701,231.162571428571,214.405,13,1,0
"Georgia",2001,0,11.4714285714286,0.970700706484706,226.495666666667,214.818,13,1,0
"Hawaii",2001,0,22.8857142857143,0.989406686835567,223.329666666667,207.585,13,1,0
"Idaho",2001,1,13.4,0.791163111614421,231.453333333333,220.218,13,1,0
"Illinois",2001,0,25.7428571428571,1.10404396674838,229.563333333333,216.304,13,1,0
"Indiana",2001,0,10.2571428571429,1.01321384343063,236.320666666667,221.88,13,1,0
"Kentucky",2001,0,13.9285714285714,0.917054373150043,225.610666666667,219.042,13,1,0
"Louisiana",2001,0,13.1142857142857,0.858861800932294,223.561,206.64,13,1,0
"Maine",2001,0,9.02857142857143,1.17329186822944,234.925666666667,224.508,13,1,0
"Maryland",2001,0,19.3285714285714,1.13471165312343,229.232333333333,217.211,13,1,0
"Massachusetts",2001,0,37.7428571428571,1.34401985378411,238.908,233.748,13,1,0
"Michigan",2001,0,36.6857142857143,1.15819173386382,233.561333333333,218.613,13,1,0
"Minnesota",2001,0,17.0428571428571,0.984415443990022,239.181333333333,225.259,13,1,0
"Mississippi",2001,0,10.9857142857143,0.66976755940744,218.78,202.793,13,1,0
"Missouri",2001,0,17.7428571428571,0.925401251359732,232.491,220.172,13,1,0
"Montana",2001,1,7.55714285714286,0.939012917203998,233.327333333333,224.163,13,1,1
"Nebraska",2001,0,16.3428571428571,0.984826890858582,232.521666666667,221.565,13,1,0
"Nevada",2001,0,14.1285714285714,0.787196218709545,224.859666666667,209.129,13,1,0
"New Hampshire",2001,1,2.8,1.02296615803227,241.887727272727,227.4682,13,1,0
"New Jersey",2001,0,7,1,153,3,0,1,0
"New Mexico",2001,0,10.6857142857143,0.835601866403208,219.504,207.501,13,1,0
"New York",2001,0,48.5,1.5401406260146,232.333,222.445,13,1,0
"North Carolina",2001,0,19.1,0.852154620601487,237.994,221.634,13,1,0
"North Dakota",2001,1,5.2,0.831186499295609,234.99,223.592,13,1,1
"Ohio",2001,1,30.5571428571429,1.07765564575051,235.190666666667,222.436,13,1,1
"Oklahoma",2001,0,18.7142857142857,0.792359605716938,227.308,213.328,13,1,0
"Oregon",2001,0,15.8142857142857,1.06766533701644,232.175333333333,219.937,13,1,0
"Pennsylvania",2001,0,33.1,1.13411051674485,234.556285714286,220.636,13,1,0
"Rhode Island",2001,0,13.0142857142857,1.3173034666343,228.222,219.624,13,1,0
"South Carolina",2001,1,12.5571428571429,0.910577938054992,230.485,213.859,13,1,0
"South Dakota",2001,1,6.425,0.747845323609152,237.265,222.273,7,1,0
"Tennessee",2001,0,11.6142857142857,0.765015329288304,225.119,213.694,13,1,0
"Texas",2001,1,20.1285714285714,0.892048975724135,235.296666666667,216.932,13,1,0
"Vermont",2001,0,14.0142857142857,1.27154699846554,238.472,226.961,13,1,0
"Washington",2001,0,19.7142857142857,0.929033956423828,236.401571428571,223.656,13,1,0
"West Virginia",2001,0,12.3714285714286,1.03264673895328,228.246666666667,218.778,13,1,0
"Wisconsin",2001,0,44.1857142857143,1.13772901844256,235.991714285714,221.1442,13,1,1
"Wyoming",2001,0,5.44285714285714,1.15082360871751,236.933,221.13,13,1,0
"Alabama",2002,0,13.1,0.841255052500619,223.345,207.084,14,1,0
"Alaska",2002,1,22.7,1.41700142030824,232.992,211.547,14,1,0
"Arizona",2002,0,23.2,0.883240272764206,228.911,208.873,14,1,0
"Arkansas",2002,0,10.6,0.890885628811778,229.007,213.615,14,1,0
"California",2002,0,62.6,1.01342278941167,227.455,205.632,14,1,0
"Colorado",2002,1,20.2,1.01272887878227,235.193,223.661,14,1,0
"Connecticut",2002,0,19,1.51659802458704,240.615,228.341,14,1,0
"Delaware",2002,0,14.8,1.37009939946752,235.859,223.929,14,1,0
"Florida",2002,1,22.3,0.888772153607808,233.729,218.014,14,1,0
"Georgia",2002,0,11.6,1.10236053202743,230.255,213.597,14,1,0
"Hawaii",2002,0,22.5,1.17919210669659,226.835,208.26,14,1,0
"Idaho",2002,1,13.8,0.85787997554204,234.944,218.26,14,1,0
"Illinois",2002,0,26.1,1.2278949754394,232.857,216.304,14,1,0
"Indiana",2002,0,10.2,1.12948089808205,237.968,220.406,14,1,0
"Kentucky",2002,0,14.8,1.01618336701958,228.726,219.044,14,1,0
"Louisiana",2002,0,12.9,0.985142490919523,226.248,204.729,14,1,0
"Maine",2002,0,8.9,1.33952412048769,237.616,223.859,14,1,0
"Maryland",2002,0,19.4,1.2917969966925,233.08,218.674,14,1,0
"Massachusetts",2002,0,38.5,1.49227767503426,241.665,227.604,14,1,0
"Michigan",2002,0,34.2,1.29885808783092,235.687,218.789,14,1,0
"Minnesota",2002,0,16.9,1.10704171066399,241.912,222.609,14,1,0
"Mississippi",2002,0,10.7,0.779578369068243,222.891,205.464,14,1,0
"Missouri",2002,0,17.4,1.03839278553271,234.836,222.26,14,1,0
"Nebraska",2002,0,16.2,1.10279190734272,236.254,220.612,14,1,0
"Nevada",2002,0,13.8,0.845296785294373,227.514,206.96,14,1,0
"New Hampshire",2002,1,2.7,1.19009095035801,243.11,227.79,14,1,0
"New Jersey",2002,0,15,1,51,125,0,1,0
"New Mexico",2002,0,10.9,0.929819487380042,222.518,203.185,14,1,0
"New York",2002,0,48,1.76499984381008,235.93,222.188,14,1,0
"North Carolina",2002,0,19.8,0.92900205761271,242.04,221.221,14,1,0
"Oklahoma",2002,0,18.7,0.830212860793814,229.097,213.579,14,1,0
"Oregon",2002,0,15.9,1.11629110005333,236.306,217.615,14,1,0
"Pennsylvania",2002,0,33.9,1.2773956014637,235.947,218.698,14,1,0
"Rhode Island",2002,0,13.3,1.51913360402501,230.298,216.494,14,1,0
"South Carolina",2002,1,12.4,1.00204341020421,235.793,214.808,14,1,0
"South Dakota",2002,1,6.95,0.692820365842654,237.265,222.273,2,1,0
"Tennessee",2002,0,11.6,0.82913281564494,227.755,211.948,14,1,0
"Texas",2002,1,19.9,1.01167915931554,237.306,214.808,14,1,0
"Vermont",2002,0,14.4,1.45235036638127,241.926,226.122,14,1,0
"Washington",2002,0,19.7,1.02984178679676,238.293,221.097,14,1,0
