"state","year","fiscal_1","party","elect1","elect2","income_1","nbrpercn","religion","intercept","event"
24,73,-0.008,1,0,1,71.79,0,34.4,1,0
25,73,0.022,0,0,1,97.85,0,20.4,1,0
26,73,-0.061,1,0,1,94.47,0,7.9,1,0
27,73,0.07,9,1,0,101.8,0,10.9,1,0
28,73,-0.097,1,1,0,108.4,0,13.4,1,0
29,73,-0.189,0,1,0,12,0,1,1,0
30,73,-0.16,1,0,0,93.74,0.3333,1.1,1,0
31,73,0.046,1,1,0,79.36,0,16.4,1,0
32,73,-0.156,1,1,1,87.56,0,1.4,1,0
33,73,0.055,0,0,1,86.46,0,28.5,1,0
34,73,0.024,0,0,1,99.02,0,6.9,1,0
35,73,-0.16,0,1,0,102.9,0.4,5.7,1,0
36,73,-0.036,1,1,0,88.16,0,33.2,1,0
37,73,-0.096,0,1,0,98.72,0,10,1,0
39,73,-0.068,1,1,0,98.59,0.5,0.7,1,0
40,73,0.02,1,1,0,78.93,0,32.2,1,0
41,73,-0.006,0,1,0,98.15,0,9.9,1,0
42,73,0.038,0,1,0,79.53,0,31.9,1,0
43,73,0.086,1,1,0,87.81,0,24.4,1,0
44,73,0.001,0,0,1,82.9,0,75.9,1,0
45,73,-0.14,0,1,0,82.7,1,1,1,1
47,73,-0.143,0,0,1,104.6,0,7,1,0
48,73,-0.116,0,0,1,80.55,0.4,6.8,1,0
49,73,0.013,0,1,0,96.97,0.5,11.8,1,0
50,73,-0.05,1,1,0,97.68,0,15.3,1,0
1,74,-0.073,1,0,0,77.29,0,34,1,0
3,74,-0.065,1,0,0,94.16,0,14.5,1,0
4,74,-0.001,1,0,0,77.2,0,29.6,1,0
6,74,0.028,0,0,0,100.7,0,8.9,1,0
7,74,-0.085,1,0,0,118,1,1.3,1,0
9,74,-0.032,1,0,0,98.92,0,15.3,1,0
10,74,-0.037,1,0,0,86.69,0,31.1,1,0
12,74,-0.089,0,0,0,89.88,0,33.6,1,0
14,74,0.118,0,0,1,95.42,0.75,10.3,1,0
15,74,-0.037,0,0,0,96.85,0.1667,7.8,1,0
17,74,0.04,1,1,0,81.31,0.25,31.4,1,0
18,74,-0.01,1,1,0,80.28,0,18.4,1,0
19,74,-0.095,1,0,1,70.62,0.5,2.3,1,0
22,74,-0.22,0,1,1,90.01,0,7.5,1,0
23,74,0.007,9,0,0,99.44,0,9.3,1,0
24,74,-0.067,1,1,0,69.11,0,34.4,1,0
25,74,-0.012,0,0,1,92.41,0.125,20.4,1,0
26,74,-0.065,1,0,1,89.62,0,7.9,1,0
27,74,0.033,9,0,0,82.77,0,10.9,1,0
28,74,-0.074,1,0,0,95.95,0,13.4,1,0
29,74,-0.189,0,1,0,2,0,1,1,0
30,74,-0.166,0,0,0,97.79,0.3333,1.1,1,0
31,74,0.035,1,0,0,75.22,0,16.4,1,0
32,74,-0.156,1,1,0,91.94,0,1.4,1,0
33,74,0.032,0,0,1,84.33,0,28.5,1,0
34,74,0.09,0,0,1,103.9,0,6.9,1,0
35,74,-0.235,1,1,0,75.54,0,5.7,1,0
36,74,0.002,1,0,0,84.57,0,33.2,1,0
37,74,-0.119,1,0,0,97.55,0,10,1,0
39,74,-0.148,0,0,0,88.35,0,0.7,1,0
40,74,-0.076,0,0,0,79.16,0,32.2,1,0
41,74,0.016,0,0,0,86.11,0,9.9,1,0
42,74,-0.024,1,0,0,71.51,0,31.9,1,0
43,74,0.098,1,0,0,78.18,0,24.4,1,0
44,74,-0.055,1,0,1,80.98,0,75.9,1,0
47,74,-0.158,0,0,1,103.9,0,7,1,0
48,74,-0.119,0,0,1,80.05,0.6,6.8,1,0
49,74,-0.063,1,0,0,96.33,1,11.8,1,0
50,74,-0.015,0,0,0,96.31,0,15.3,1,0
1,75,-0.104,1,0,1,77.17,0,34,1,0
3,75,-0.028,1,0,1,90.95,0,14.5,1,0
4,75,-0.082,1,1,0,74.52,0,29.6,1,0
6,75,-0.052,0,0,1,98.47,0,8.9,1,0
7,75,-0.235,1,0,1,115.6,1,1.3,1,0
9,75,-0.132,1,0,1,94.16,0,15.3,1,0
10,75,-0.109,1,0,1,84,0,31.1,1,0
12,75,-0.12,0,0,1,85.26,0,33.6,1,0
14,75,-0.033,0,1,0,94.51,0.75,10.3,1,0
15,75,-0.088,0,0,1,99.87,0.1667,7.8,1,0
17,75,-0.021,1,0,0,79.36,0.25,31.4,1,0
18,75,-0.067,1,0,0,79.51,0,18.4,1,0
19,75,-0.181,0,0,1,73.4,1,2.3,1,0
22,75,-0.22,1,1,0,84.37,0,7.5,1,0
23,75,0.024,9,0,1,97.44,0,9.3,1,0
24,75,-0.09,1,0,0,68.61,0,34.4,1,0
25,75,-0.12,0,1,0,91.15,0.125,20.4,1,0
26,75,-0.088,1,1,0,92.92,0,7.9,1,0
27,75,-0.087,9,0,1,82.18,0,10.9,1,0
28,75,-0.13,1,0,1,88.28,0,13.4,1,0
29,75,-0.189,0,1,0,2,0,1,1,0
30,75,-0.166,0,1,0,83.69,0.3333,1.1,1,0
31,75,0.107,1,0,1,75.37,0,16.4,1,0
32,75,-0.366,0,0,0,87.56,0,1.4,1,0
33,75,-0.088,0,1,0,81.41,0,28.5,1,0
34,75,0.122,0,1,0,98.2,0,6.9,1,0
35,75,-0.235,1,1,1,79.25,0,5.7,1,0
36,75,0.013,1,0,1,84.06,0,33.2,1,0
37,75,-0.139,1,0,1,94.75,0,10,1,0
39,75,-0.269,0,1,0,92.79,0,0.7,1,0
40,75,-0.161,0,0,1,76.25,0,32.2,1,0
41,75,-0.048,0,0,1,84.41,0,9.9,1,0
42,75,-0.157,1,0,1,64.01,0,31.9,1,0
43,75,0.023,1,0,1,71.93,0,24.4,1,0
44,75,-0.121,1,1,0,81.51,0,75.9,1,0
47,75,-0.176,0,1,0,105,0,7,1,0
48,75,-0.108,0,1,0,81.76,0.6,6.8,1,0
49,75,-0.104,1,0,1,95.42,1,11.8,1,0
50,75,0.018,0,0,1,98.92,0,15.3,1,0
1,76,-0.176,1,0,1,81.77,0,34,1,0
3,76,-0.152,0,0,1,93.76,0,14.5,1,0
4,76,-0.109,1,0,0,80.74,0,29.6,1,0
6,76,-0.063,0,0,1,104.2,0,8.9,1,0
7,76,-0.242,1,0,1,118.4,1,1.3,1,0
9,76,-0.146,1,0,1,98.3,0,15.3,1,0
10,76,-0.121,1,0,1,88.78,0,31.1,1,0
12,76,-0.154,0,0,1,92.05,0,33.6,1,0
14,76,-0.115,0,0,0,99.82,0.75,10.3,1,0
15,76,-0.186,0,0,1,102.8,0.1667,7.8,1,0
17,76,-0.073,1,0,1,86.47,0.25,31.4,1,0
18,76,-0.094,1,0,1,85.33,0,18.4,1,0
19,76,-0.194,0,1,1,74.82,1,2.3,1,1
22,76,-0.235,0,0,0,78.22,0,7.5,1,0
23,76,-0.068,9,0,1,98.58,0,9.3,1,0
24,76,-0.128,1,0,1,72.95,0,34.4,1,0
25,76,-0.154,1,0,0,95.77,0.125,20.4,1,0
26,76,-0.135,0,0,0,88.86,0,7.9,1,0
27,76,-0.053,9,0,1,74.88,0,10.9,1,0
28,76,-0.183,1,0,1,87.95,0,13.4,1,0
29,76,-0.189,0,1,0,44,0,1,1,0
30,76,-0.121,1,0,0,104.1,0,1.1,1,0
31,76,0.045,1,0,1,83.14,0,16.4,1,0
32,76,-0.366,0,0,1,90.58,0,1.4,1,0
33,76,-0.193,1,0,0,86.57,0,28.5,1,0
34,76,0.043,0,0,0,86.68,0,6.9,1,0
35,76,-0.205,0,0,1,85.16,0,5.7,1,0
36,76,-0.053,1,0,1,89.96,0,33.2,1,0
37,76,-0.183,1,0,1,101,0,10,1,0
39,76,-0.178,0,0,0,92.79,0,0.7,1,0
40,76,-0.158,0,0,1,82.01,0,32.2,1,0
41,76,-0.071,0,0,1,76.84,0,9.9,1,0
42,76,-0.181,1,0,1,64.8,0,31.9,1,0
43,76,-0.014,1,0,1,74.17,0,24.4,1,0
44,76,-0.118,0,0,0,86.87,0,75.9,1,0
47,76,-0.187,1,0,0,108.4,0,7,1,0
48,76,-0.154,1,0,0,85.36,0.6,6.8,1,0
49,76,-0.084,1,0,1,100.5,1,11.8,1,0
50,76,-0.055,0,0,1,106.2,0,15.3,1,0
1,77,-0.107,1,1,0,84.05,0,34,1,0
3,77,-0.07,0,1,0,96.88,0,14.5,1,0
4,77,-0.083,1,1,0,82.87,0,29.6,1,0
6,77,-0.07,0,1,0,107.3,0,8.9,1,0
7,77,-0.124,1,1,0,121.1,1,1.3,1,1
9,77,-0.1,1,1,0,100,0,15.3,1,0
10,77,-0.075,1,1,0,90.38,0,31.1,1,0
12,77,-0.146,0,1,0,89.29,0,33.6,1,0
14,77,-0.006,0,0,1,103.4,0.75,10.3,1,0
15,77,-0.156,0,1,0,102.7,0.1667,7.8,1,0
17,77,-0.069,1,0,1,89.85,0.25,31.4,1,0
18,77,-0.118,1,0,1,88.47,0,18.4,1,0
22,77,-0.169,0,1,0,90.01,0,7.5,1,0
23,77,-0.07,9,1,0,106.6,0,9.3,1,0
24,77,-0.085,1,0,1,75.37,0,34.4,1,0
25,77,-0.056,1,0,1,99.15,0.125,20.4,1,0
26,77,-0.144,0,0,1,91.96,0,7.9,1,0
27,77,0.002,9,1,0,71.85,0,10.9,1,0
28,77,-0.167,1,1,0,85.19,0,13.4,1,0
29,77,-0.189,0,1,0,64,0,1,1,0
30,77,-0.047,1,0,0,101.9,0,1.1,1,0
31,77,0.069,1,1,0,87.72,0,16.4,1,0
32,77,-0.156,1,1,0,90.58,0,1.4,1,0
33,77,-0.076,1,0,1,89.13,0,28.5,1,0
34,77,-0.001,0,0,1,92.23,0,6.9,1,0
35,77,-0.191,0,0,1,72.9,0,5.7,1,0
36,77,-0.013,1,1,0,94.77,0,33.2,1,0
37,77,-0.135,1,1,0,104.9,0,10,1,0
39,77,-0.214,0,1,0,95.02,0,0.7,1,0
40,77,-0.085,0,1,0,84.36,0,32.2,1,0
41,77,-0.068,0,1,0,89.31,0,9.9,1,0
42,77,-0.08,1,1,0,61.73,0,31.9,1,0
43,77,0.033,1,1,0,72.54,0,24.4,1,0
44,77,-0.116,0,0,1,88.51,0,75.9,1,0
47,77,-0.157,1,0,1,112,0,7,1,0
48,77,-0.153,1,0,1,89.78,0.6,6.8,1,0
49,77,-0.051,1,1,0,103.3,1,11.8,1,0
50,77,0.089,0,1,0,114.4,0,15.3,1,0
1,78,-0.095,1,0,0,87.4,0,34,1,0
3,78,-0.036,0,0,0,103.3,0,14.5,1,0
4,78,-0.015,1,0,0,86.31,0,29.6,1,0
6,78,-0.017,0,0,0,112,0,8.9,1,0
9,78,-0.016,1,0,0,104.9,0,15.3,1,0
10,78,-0.05,1,0,0,93.74,0,31.1,1,0
12,78,-0.106,0,0,0,95.51,0,33.6,1,0
14,78,0.043,1,0,1,107.7,0.75,10.3,1,0
15,78,-0.142,1,0,0,110,0.1667,7.8,1,0
17,78,-0.06,1,1,0,93.09,0.25,31.4,1,0
18,78,-0.063,1,1,0,92.68,0,18.4,1,0
22,78,-0.276,0,1,1,98.67,0,7.5,1,0
23,78,-0.039,9,0,0,109.8,0,9.3,1,0
24,78,-0.017,1,1,0,80.23,0,34.4,1,0
25,78,-0.022,0,0,1,102.7,0.125,20.4,1,0
26,78,-0.138,0,0,1,97.92,0,7.9,1,0
27,78,0.019,9,0,0,69.41,0,10.9,1,0
28,78,-0.178,0,0,0,85.13,0,13.4,1,0
29,78,-0.189,0,1,0,42,0,1,1,0
30,78,-0.08,0,0,0,93.74,0.3333,1.1,1,0
31,78,0.116,1,0,0,91.1,0,16.4,1,0
32,78,-0.356,0,0,0,87.56,0,1.4,1,0
33,78,-0.089,1,0,1,92.22,0,28.5,1,0
34,78,0.009,0,0,1,105,0,6.9,1,0
35,78,-0.196,0,0,1,83.15,0,5.7,1,0
36,78,0.024,1,0,0,97.06,0,33.2,1,0
37,78,-0.111,0,0,0,109.8,0,10,1,0
39,78,-0.214,1,1,0,92.79,0,0.7,1,1
40,78,-0.091,1,0,0,87.17,0,32.2,1,0
41,78,-0.052,1,0,0,95.2,0,9.9,1,0
42,78,-0.05,0,0,0,60.82,0,31.9,1,0
43,78,0.061,0,0,0,72.1,0,24.4,1,0
44,78,-0.077,0,0,1,93.03,0,75.9,1,0
47,78,-0.105,0,0,1,118.1,0,7,1,0
48,78,-0.16,1,0,1,90.17,0.6,6.8,1,0
49,78,0.003,0,0,0,106,1,11.8,1,0
50,78,0.136,0,0,0,128.6,0,15.3,1,0
1,79,-0.074,1,0,1,86.78,0,34,1,0
3,79,-0.006,0,0,1,98.75,0,14.5,1,0
4,79,-0.052,1,1,0,85.4,0,29.6,1,0
6,79,0.014,0,0,1,113.6,0,8.9,1,1
9,79,-0.025,1,0,1,102.3,0,15.3,1,0
10,79,-0.057,1,0,1,92.67,0,31.1,1,0
12,79,-0.067,0,0,1,93.97,0,33.6,1,0
14,79,0.034,1,1,0,108.2,0.75,10.3,1,0
15,79,-0.144,1,0,1,111.6,0.1667,7.8,1,0
17,79,-0.107,1,0,0,91.53,0.25,31.4,1,0
18,79,-0.015,0,0,0,94.19,0,18.4,1,0
22,79,-0.097,1,1,0,97.19,0,7.5,1,0
23,79,0.005,9,0,1,114.1,0,9.3,1,0
24,79,-0.063,1,0,0,76.57,0,34.4,1,0
25,79,-0.013,0,1,0,105.1,0.125,20.4,1,0
26,79,-0.1,0,1,0,98.08,0,7.9,1,0
27,79,0.011,9,0,1,111.8,0,10.9,1,0
28,79,-0.157,0,0,1,123.5,0,13.4,1,0
29,79,-0.189,0,1,0,42,0,1,1,0
30,79,-0.08,1,1,0,85.88,0,1.1,1,0
31,79,0.063,1,0,1,93.73,0,16.4,1,0
32,79,-0.356,0,1,1,87.56,0,1.4,1,0
33,79,-0.083,1,1,0,91.3,0,28.5,1,0
34,79,-0.045,0,1,0,106.1,0,6.9,1,0
35,79,-0.196,0,0,1,96.81,0,5.7,1,0
36,79,-0.021,1,0,1,106,0,33.2,1,0
37,79,-0.077,0,0,1,112.1,0,10,1,0
40,79,-0.121,1,0,1,85.76,0,32.2,1,0
41,79,-0.059,1,0,1,95.4,0,9.9,1,0
42,79,-0.04,0,0,1,90.79,0,31.9,1,0
43,79,0.045,0,0,1,108.3,0,24.4,1,0
44,79,-0.102,0,1,0,88.9,0,75.9,1,0
47,79,-0.085,0,1,0,119.7,0,7,1,0
48,79,-0.182,1,1,0,91.36,0.6,6.8,1,0
49,79,-0.028,0,0,1,109.8,1,11.8,1,1
50,79,0.058,0,0,1,126.4,0,15.3,1,1
1,80,-0.084,1,0,1,86.57,0,34,1,0
3,80,-0.027,0,0,1,101.3,0,14.5,1,0
4,80,-0.021,0,0,0,83.63,0,29.6,1,0
9,80,-0.011,1,0,1,103.7,0,15.3,1,0
10,80,-0.065,1,0,1,93.14,0,31.1,1,0
12,80,-0.119,0,0,1,92.99,0,33.6,1,0
14,80,-0.112,1,0,0,103.5,0.75,10.3,1,0
15,80,-0.133,1,0,1,108.3,0.1667,7.8,1,0
17,80,-0.181,1,0,1,88.1,0.25,31.4,1,0
18,80,-0.019,0,0,1,97.49,0,18.4,1,0
22,80,-0.065,0,1,0,90.01,0,7.5,1,0
23,80,-0.03,9,0,1,112.4,0,9.3,1,0
24,80,-0.078,1,0,1,76.09,0,34.4,1,0
25,80,-0.082,0,0,0,103.8,0.125,20.4,1,0
26,80,-0.059,0,0,0,98.65,0,7.9,1,0
27,80,0.02,9,0,1,108.3,0,10.9,1,0
28,80,-0.245,0,0,1,123,0,13.4,1,0
29,80,-0.189,0,1,0,28,0,1,1,0
30,80,-0.08,0,0,0,104.1,0.3333,1.1,1,0
31,80,0.138,1,0,1,90.42,0,16.4,1,0
32,80,-0.356,0,0,1,87.56,0,1.4,1,1
33,80,-0.063,1,0,0,90.3,0,28.5,1,0
34,80,-0.003,1,0,0,101,0,6.9,1,0
35,80,-0.16,1,0,1,83.15,0.4,5.7,1,0
36,80,-0.035,1,0,1,105.1,0,33.2,1,0
37,80,-0.109,0,0,1,107.6,0,10,1,0
40,80,-0.126,1,0,1,83.92,0,32.2,1,0
41,80,-0.05,1,0,1,90.5,0,9.9,1,0
42,80,-0.078,0,0,1,89.28,0,31.9,1,0
43,80,0.038,0,0,1,110,0,24.4,1,0
44,80,-0.112,0,0,0,87.88,0,75.9,1,0
47,80,-0.155,0,0,0,118.8,0,7,1,0
48,80,-0.187,1,0,0,90.26,0.6,6.8,1,0
1,81,0.04,1,1,0,86.67,0,34,1,0
3,81,-0.152,0,0,1,69.22,0,14.5,1,0
4,81,-0.054,0,1,0,84.87,0,29.6,1,0
9,81,-0.026,1,1,0,107.4,0,15.3,1,0
10,81,-0.052,1,1,0,94.45,0,31.1,1,0
12,81,-0.132,0,1,0,94.02,0,33.6,1,0
14,81,-0.138,1,0,1,102.4,0.75,10.3,1,0
15,81,-0.135,1,1,0,110,0.1667,7.8,1,0
17,81,-0.164,1,0,1,88.7,0.25,31.4,1,0
18,81,-0.081,0,0,1,100.8,0,18.4,1,0
22,81,-0.22,0,1,1,78.22,0,7.5,1,0
23,81,-0.062,9,1,0,113.3,0,9.3,1,0
24,81,-0.116,1,0,1,77.78,0,34.4,1,0
25,81,-0.142,0,0,1,102.1,0.125,20.4,1,0
26,81,-0.039,0,0,1,99.04,0,7.9,1,0
27,81,-0.045,9,1,0,109.2,0,10.9,1,0
28,81,-0.277,0,1,0,122.5,0.2,13.4,1,0
29,81,-0.189,0,1,0,25,0,1,1,0
30,81,-0.167,1,0,0,104.1,0,1.1,1,0
31,81,0.215,1,1,0,89.73,0.2,16.4,1,0
33,81,-0.119,1,0,1,91.36,0,28.5,1,0
34,81,0.066,1,0,1,107.5,0,6.9,1,0
35,81,-0.193,0,1,0,72.9,0,5.7,1,0
36,81,-0.014,1,1,0,108.3,0,33.2,1,0
37,81,-0.125,0,1,0,105.1,0,10,1,0
40,81,-0.181,1,1,0,84.46,0,32.2,1,0
41,81,-0.122,1,1,0,92.51,0,9.9,1,0
42,81,-0.105,0,1,0,88.94,0,31.9,1,0
43,81,0.069,0,1,0,113.6,0,24.4,1,0
44,81,-0.114,0,0,1,87.53,0.1667,75.9,1,0
47,81,-0.226,0,0,1,118.7,0,7,1,0
48,81,-0.19,1,0,1,88.19,0.6,6.8,1,0
1,82,-0.109,1,0,0,86.53,0,34,1,0
3,82,-0.027,1,1,0,98.75,0,14.5,1,0
4,82,-0.052,1,0,0,84.22,0,29.6,1,0
9,82,-0.106,1,0,0,109.2,0,15.3,1,0
10,82,-0.105,1,0,0,95.67,0,31.1,1,0
12,82,-0.165,0,0,0,89.21,0.1667,33.6,1,0
14,82,-0.104,1,0,1,100,0.75,10.3,1,1
15,82,-0.162,0,0,0,107.9,0.1667,7.8,1,0
17,82,-0.1,1,1,0,88.74,0.25,31.4,1,0
18,82,-0.105,0,1,0,101.8,0,18.4,1,0
22,82,-0.235,0,0,1,96.39,0,7.5,1,0
23,82,-0.12,9,0,0,111.7,0,9.3,1,0
24,82,-0.104,1,1,0,77.23,0,34.4,1,0
25,82,-0.092,0,0,1,101.9,0.125,20.4,1,0
26,82,-0.041,0,0,1,95.32,0,7.9,1,0
27,82,-0.052,9,0,0,106.7,0,10.9,1,0
28,82,-0.22,1,0,0,116.5,0.2,13.4,1,0
29,82,-0.189,0,1,0,52,0,1,1,1
30,82,-0.166,1,1,1,104.1,0,1.1,1,0
31,82,0.159,1,0,0,91.38,0.2,16.4,1,0
33,82,-0.106,1,0,1,90.45,0,28.5,1,0
34,82,-0.041,0,0,1,108.4,0,6.9,1,0
35,82,-0.27,1,1,0,75.54,0,5.7,1,0
36,82,0.018,1,0,0,112,0,33.2,1,0
37,82,-0.203,0,0,0,102.6,0.25,10,1,0
40,82,-0.186,1,0,0,84.38,0,32.2,1,0
41,82,-0.043,1,0,0,96.18,0,9.9,1,0
42,82,-0.08,0,0,0,88.96,0,31.9,1,0
43,82,0.038,1,0,0,113.8,0,24.4,1,0
44,82,-0.066,0,0,1,87.77,0.1667,75.9,1,0
47,82,-0.199,0,0,1,90.07,0,7,1,0
48,82,-0.132,1,0,1,87.09,0.6,6.8,1,0
1,83,-0.156,1,0,1,88.73,0,34,1,0
3,83,-0.152,1,1,1,93.76,0,14.5,1,0
4,83,-0.053,1,1,0,86.25,0,29.6,1,0
9,83,-0.083,1,0,1,110.7,0,15.3,1,0
10,83,-0.076,1,0,1,97.91,0,31.1,1,0
12,83,-0.13,0,0,1,91.97,0.1667,33.6,1,0
15,83,-0.2,0,0,1,102.8,0.1667,7.8,1,0
17,83,-0.124,0,0,0,90.3,0.25,31.4,1,0
18,83,-0.224,0,0,0,98.61,0,18.4,1,0
22,83,-0.22,0,0,1,90.01,0,7.5,1,0
23,83,0.053,9,0,1,114.4,0,9.3,1,0
24,83,-0.111,1,0,0,77.98,0,34.4,1,0
25,83,-0.058,0,1,0,105.5,0.125,20.4,1,0
26,83,-0.103,0,1,0,95.76,0,7.9,1,0
27,83,-0.015,9,0,1,108.5,0.1667,10.9,1,0
28,83,-0.257,1,0,1,118.8,0.2,13.4,1,0
30,83,-0.16,0,0,1,85.88,0,1.1,1,0
31,83,0.083,1,0,1,92.62,0.4,16.4,1,0
33,83,-0.1,1,1,0,94.11,0,28.5,1,0
34,83,-0.111,0,1,0,110.6,0,6.9,1,0
35,83,-0.235,0,0,1,92.81,0.4,5.7,1,0
36,83,-0.11,1,0,1,104.9,0.1667,33.2,1,0
37,83,-0.173,0,0,1,103.3,0.25,10,1,0
40,83,-0.139,1,0,1,88.46,0,32.2,1,0
41,83,-0.045,1,0,1,94.7,0,9.9,1,0
42,83,-0.088,0,0,1,91.92,0,31.9,1,0
43,83,-0.054,1,0,1,111.9,0,24.4,1,0
44,83,-0.162,0,1,0,86.41,0.3333,75.9,1,0
47,83,-0.158,1,0,0,87.69,0,7,1,0
48,83,-0.2,1,1,0,88.12,0.6,6.8,1,0
1,84,0.025,1,0,1,92.5,0,34,1,0
3,84,-0.021,0,1,1,69.22,0,14.5,1,0
4,84,-0.003,1,0,0,102.6,0.1429,29.6,1,0
9,84,0,1,0,1,118.1,0,15.3,1,0
10,84,-0.034,1,0,1,108.9,0,31.1,1,0
12,84,-0.107,0,0,1,93.39,0.3333,33.6,1,0
15,84,-0.132,0,0,1,112.6,0.3333,7.8,1,0
17,84,-0.099,1,0,1,95.35,0.5,31.4,1,0
18,84,-0.203,1,0,1,100.1,0,18.4,1,0
22,84,-0.169,0,0,0,88.96,0,7.5,1,0
23,84,0.038,0,0,1,122.6,0,9.3,1,0
24,84,-0.076,1,0,1,81.25,0,34.4,1,0
25,84,0,0,0,1,105.5,0.125,20.4,1,0
26,84,-0.116,0,0,0,99.87,0,7.9,1,0
27,84,0.02,9,0,1,115.1,0.3333,10.9,1,0
28,84,-0.149,0,0,1,123.3,0.6,13.4,1,0
30,84,-0.16,0,0,0,90.64,0,1.1,1,0
31,84,0.039,0,0,1,94.98,0.4,16.4,1,0
33,84,-0.021,0,0,0,100.4,0,28.5,1,0
34,84,-0.034,0,0,0,114.3,0,6.9,1,0
35,84,-0.224,1,1,1,92.81,0.4,5.7,1,1
36,84,-0.059,1,0,1,107.6,0.3333,33.2,1,0
37,84,-0.183,1,0,0,112.1,0,10,1,0
40,84,-0.097,1,0,1,93.65,0,32.2,1,0
41,84,-0.058,1,0,1,102.4,0,9.9,1,0
42,84,-0.044,0,0,1,96.44,0.125,31.9,1,0
43,84,-0.027,1,0,1,117.1,0,24.4,1,0
44,84,-0.049,1,0,0,90.07,0.3333,75.9,1,0
47,84,-0.187,0,0,1,87.69,0,7,1,0
48,84,-0.108,1,0,0,81.76,0.4,6.8,1,0
1,85,-0.09,1,1,0,95.51,0,34,1,0
3,85,-0.068,1,0,0,80.11,0,14.5,1,0
4,85,-0.031,1,1,0,93.74,0.1429,29.6,1,0
9,85,-0.076,1,1,0,123,0,15.3,1,0
10,85,-0.006,1,1,0,112.2,0,31.1,1,0
12,85,-0.098,0,1,0,99.51,0.3333,33.6,1,0
15,85,-0.133,0,1,1,112.6,0.1667,7.8,1,1
17,85,-0.009,1,0,1,96.86,0.5,31.4,1,0
18,85,-0.082,1,0,1,100.9,0,18.4,1,0
22,85,-0.149,0,0,1,96.39,0,7.5,1,0
23,85,0.017,0,1,0,126.1,0.25,9.3,1,0
24,85,-0.072,1,0,1,82.21,0,34.4,1,0
25,85,-0.104,1,0,1,102.1,0.125,20.4,1,0
26,85,-0.109,0,0,1,98.2,0,7.9,1,0
27,85,-0.063,9,1,0,118.8,0.5,10.9,1,0
28,85,-0.149,0,1,0,129.6,0.6,13.4,1,0
30,85,-0.047,0,1,0,106.6,0.3333,1.1,1,0
31,85,0.027,0,1,0,97.66,0.4,16.4,1,0
33,85,-0.024,0,0,1,104,0,28.5,1,0
34,85,-0.045,0,0,1,107.8,0,6.9,1,0
36,85,-0.028,1,1,0,109.5,0.3333,33.2,1,0
37,85,-0.077,0,0,0,103.3,0,10,1,0
40,85,-0.135,1,1,0,94.73,0,32.2,1,0
41,85,-0.076,1,1,0,99.87,0.1667,9.9,1,0
42,85,-0.016,0,1,0,100.6,0.125,31.9,1,0
43,85,-0.015,1,1,0,120.7,0,24.4,1,0
44,85,-0.083,1,0,1,93.9,0.3333,75.9,1,0
47,85,-0.14,1,1,0,112,0,7,1,0
48,85,-0.108,1,0,0,88.12,0.2,6.8,1,0
