"state","year","std_score","initiative","init_sigs","std_population","std_citideology","unified","std_income","std_legp_squire","duration","durationsq","durationcb","year_1993","year_1994","year_1995","year_1996","year_1997","year_1998","year_1999","year_2000","year_2001","year_2002","year_2003","year_2004","year_2005","year_2006","year_2007","year_2008","year_2009","year_2010","year_2011","intercept","event","billnum","year_2012","year_2013","year_","year_1991","year_1992"
"KY",2001,-0.488436698913574,0,0,-0.158937931060791,-1.99848759174347,1,-0.00157812237739563,-0.393584400415421,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"KY",2002,-0.361458212137222,0,0,-0.158937931060791,-1.32414281368256,1,0.148310646414757,-0.894535958766937,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"KY",2003,-0.361458212137222,0,0,-0.16476121544838,-1.99848759174347,0,-0.00157812237739563,-0.894535958766937,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"KY",2004,-0.361458212137222,0,0,-0.158937931060791,-1.99848759174347,1,-0.00157812237739563,-0.894535958766937,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"KY",2005,-0.361458212137222,0,0,-0.158937931060791,-1.99848759174347,0,0.148310646414757,-0.393584400415421,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"KY",2006,-0.361458212137222,0,0,-0.158937931060791,-1.32414281368256,0,-0.00157812237739563,-0.393584400415421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"KY",2007,-0.361458212137222,0,0,-0.16476121544838,-1.32414281368256,1,-0.00157812237739563,-0.393584400415421,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"KY",2008,-0.488436698913574,0,0,-0.16476121544838,-1.32414281368256,1,-0.00157812237739563,-0.393584400415421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"KY",2009,-0.361458212137222,0,0,-0.16476121544838,-1.32414281368256,0,0.148310646414757,-0.894535958766937,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"electronic transactions act",0,0,0,0,0
"LA",1999,-0.488436698913574,0,0,-0.0815041586756706,-0.884703814983368,0,-0.144138768315315,-0.549618542194366,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"LA",2000,-0.319465339183807,0,0,-0.0782954096794128,-0.977911651134491,0,-0.144138768315315,-0.549618542194366,2,4,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"LA",2001,-0.319465339183807,0,0,-0.0794217810034752,-1.45071947574615,0,-0.0773250237107277,-0.426433742046356,1,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"LA",2002,5.97471857070923,0,0,-0.0815041586756706,-0.884703814983368,0,-0.0773250237107277,-0.426433742046356,2,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"LA",2003,-0.319465339183807,0,0,-0.0794217810034752,-0.884703814983368,0,0.062222458422184,-0.549618542194366,2,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"LA",2004,-0.488436698913574,0,0,-0.0782954096794128,-0.977911651134491,0,-0.144138768315315,-0.426433742046356,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"LA",2005,-0.319465339183807,0,0,-0.0794217810034752,-0.977911651134491,0,-0.0773250237107277,-0.549618542194366,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"LA",2006,-0.319465339183807,0,0,-0.0782954096794128,-0.884703814983368,0,-0.0773250237107277,-0.549618542194366,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,"electronic transactions act",0,0,0,0,0
"MA",1999,5.23844861984253,1,3.25,0.287387818098068,2.22813749313354,0,1.94136035442352,1.55273532867432,4,9,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"electronic transactions act",0,0,0,0,0
"MD",1999,-0.488436698913574,0,0,0.078373409807682,0.977737307548523,1,1.62439012527466,-0.0568793378770351,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"MD",2000,-0.293351590633392,0,0,0.0677443370223045,0.977737307548523,1,1.84237062931061,-0.0158176552504301,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"MD",2001,-0.293351590633392,0,0,0.078373409807682,1.42984640598297,1,1.84237062931061,-0.0158176552504301,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"MD",2002,-0.293351590633392,0,0,0.078373409807682,0.977737307548523,1,1.62439012527466,-0.0158176552504301,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"MD",2003,-0.488436698913574,0,0,0.078373409807682,1.42984640598297,1,1.84237062931061,-0.0158176552504301,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"MD",2004,-0.293351590633392,0,0,0.0677443370223045,1.42984640598297,1,1.62439012527466,-0.0568793378770351,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"MD",2005,-0.488436698913574,0,0,0.0677443370223045,0.977737307548523,1,1.62439012527466,-0.0158176552504301,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"MD",2006,-0.293351590633392,0,0,0.0677443370223045,0.977737307548523,1,1.84237062931061,-0.0568793378770351,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"MD",2007,-0.488436698913574,0,0,0.0677443370223045,1.42984640598297,1,1.62439012527466,-0.0158176552504301,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"MD",2008,-0.293351590633392,0,0,0.078373409807682,1.42984640598297,1,1.62439012527466,-0.0158176552504301,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"MD",2009,-0.488436698913574,0,0,0.078373409807682,0.977737307548523,1,1.84237062931061,-0.0568793378770351,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"electronic transactions act",0,0,0,0,0
"ME",1999,-0.488436698913574,1,10,-0.680180549621582,0.910476863384247,0,0.499643445014954,-0.804200410842896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"ME",2000,-0.488436698913574,1,10,-0.680180549621582,0.910476863384247,0,0.375045388936996,-0.804200410842896,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"ME",2001,-0.488436698913574,1,10,-0.682110607624054,0.413297116756439,0,0.499643445014954,-0.878111302852631,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"ME",2002,-0.488436698913574,1,10,-0.682110607624054,0.910476863384247,0,0.499643445014954,-0.878111302852631,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"ME",2003,-0.488436698913574,1,10,-0.682110607624054,0.413297116756439,0,0.499643445014954,-0.804200410842896,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"ME",2004,-0.488436698913574,1,10,-0.682110607624054,0.413297116756439,0,0.499643445014954,-0.804200410842896,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"ME",2005,-0.488436698913574,1,10,-0.682110607624054,0.413297116756439,0,0.375045388936996,-0.804200410842896,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"ME",2006,-0.198445290327072,1,10,-0.682110607624054,0.910476863384247,0,0.375045388936996,-0.878111302852631,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"ME",2007,-0.488436698913574,1,10,-0.680180549621582,0.910476863384247,0,0.375045388936996,-0.804200410842896,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"ME",2008,-0.198445290327072,1,10,-0.682110607624054,0.413297116756439,0,0.499643445014954,-0.804200410842896,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"ME",2009,-0.488436698913574,1,10,-0.682110607624054,0.910476863384247,0,0.375045388936996,-0.878111302852631,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,"electronic transactions act",0,0,0,0,0
"MI",1999,7.76516485214233,1,9,0.951154172420502,0.338813155889511,1,0.867099106311798,1.19960570335388,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"electronic transactions act",0,0,0,0,0
"MN",1999,-0.488436698913574,0,0,0.00741729559376836,0.217788234353065,0,1.35115694999695,-0.221125707030296,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"MN",2000,-0.488436698913574,0,0,-0.00390489608980715,0.282840043306351,0,1.16738653182983,-0.221125707030296,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"MN",2001,-0.488436698913574,0,0,-0.00390489608980715,0.217788234353065,0,1.16738653182983,-0.139002457261086,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"MN",2002,-0.138555765151978,0,0,0.00741729559376836,0.282840043306351,0,1.35115694999695,-0.139002457261086,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"MN",2003,-0.488436698913574,0,0,-0.00390489608980715,0.217788234353065,0,1.35115694999695,-0.221125707030296,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"MN",2004,-0.488436698913574,0,0,-0.00390489608980715,0.282840043306351,0,1.35115694999695,-0.139002457261086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"MN",2005,-0.138555765151978,0,0,0.00741729559376836,0.217788234353065,0,1.16738653182983,-0.139002457261086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"MN",2006,-0.488436698913574,0,0,-0.00390489608980715,0.217788234353065,0,1.16738653182983,-0.221125707030296,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"MN",2007,-0.488436698913574,0,0,0.00741729559376836,0.282840043306351,0,1.16738653182983,-0.139002457261086,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"MN",2008,-0.488436698913574,0,0,0.00741729559376836,0.217788234353065,0,1.35115694999695,-0.139002457261086,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"MN",2009,-0.488436698913574,0,0,-0.00390489608980715,0.217788234353065,0,1.35115694999695,-0.221125707030296,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"electronic transactions act",0,0,0,0,0
"MO",1999,-0.488436698913574,1,4.32999992370605,0.140447556972504,0.0296209771186113,0,0.697131872177124,-0.180064141750336,4,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"MO",2000,-0.488436698913574,1,4.32999992370605,0.125555753707886,-0.0514813847839832,1,0.5290647149086,-0.180064141750336,2,0,27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"MO",2001,-0.488436698913574,1,4.32999992370605,0.146781370043755,0.00361085869371891,1,0.647349894046783,-0.180064141750336,0,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"MO",2002,9.1046257019043,1,4.32999992370605,0.125555753707886,0.0296209771186113,1,0.5290647149086,-0.180064141750336,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"electronic transactions act",0,0,0,0,0
"MS",1999,4.91079425811768,1,12,-0.384713858366013,-1.13459849357605,1,-0.401431351900101,-0.73028951883316,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"electronic transactions act",0,0,0,0,0
"MT",1999,-0.435319453477859,1,7.5,-0.74977695941925,-0.324391156435013,1,-0.171774566173553,-0.984871447086334,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"MT",2000,-0.488436698913574,1,7.5,-0.750376403331757,-0.0981655642390251,1,-0.171774566173553,-0.984871447086334,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"MT",2001,6.46992158889771,1,7.5,-0.750376403331757,-0.324391156435013,1,0.00356981391087174,-0.984871447086334,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,"electronic transactions act",0,0,0,0,0
"NC",1999,-0.424569547176361,0,0,0.59935861825943,-0.593242704868317,1,0.539512634277344,-0.385372072458267,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"NC",2000,-0.424569547176361,0,0,0.57448947429657,0.229186862707138,1,0.624688625335693,0.0170315690338612,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"NC",2001,-0.424569547176361,0,0,0.57448947429657,-0.593242704868317,1,0.624688625335693,0.0170315690338612,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"NC",2002,-0.424569547176361,0,0,0.59935861825943,-0.593242704868317,1,0.539512634277344,-0.385372072458267,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"NC",2003,-0.488436698913574,0,0,0.57448947429657,0.229186862707138,1,0.624688625335693,0.0170315690338612,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"NC",2004,-0.424569547176361,0,0,0.57448947429657,-0.593242704868317,1,0.539512634277344,-0.385372072458267,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"NC",2005,-0.488436698913574,0,0,0.57448947429657,0.229186862707138,1,0.624688625335693,-0.385372072458267,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"NC",2006,-0.424569547176361,0,0,0.57448947429657,0.229186862707138,1,0.539512634277344,0.0170315690338612,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"NC",2007,-0.488436698913574,0,0,0.57448947429657,-0.593242704868317,1,0.539512634277344,0.0170315690338612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"NC",2008,-0.488436698913574,0,0,0.57448947429657,0.229186862707138,1,0.539512634277344,0.0170315690338612,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"NC",2009,-0.424569547176361,0,0,0.57448947429657,0.229186862707138,1,0.539512634277344,0.0170315690338612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"electronic transactions act",0,0,0,0,0
"ND",1999,-0.488436698913574,1,3,-0.799175918102264,0.901208281517029,1,0.297647446393967,-1.19017946720123,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"ND",2000,7.04645252227783,1,3,-0.79959636926651,0.515714585781097,1,0.287163197994232,-1.13269317150116,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"ND",2001,-0.488436698913574,1,3,-0.79959636926651,0.901208281517029,1,0.297647446393967,-1.13269317150116,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,"electronic transactions act",0,0,0,0,0
"NE",1999,-0.488436698913574,1,8.5,-0.598053634166718,-1.37346577644348,0,0.718640446662903,-0.278611928224564,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"NE",2000,-0.437824994325638,1,8.5,-0.59975653886795,-0.864362359046936,0,0.804349482059479,-0.196488693356514,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"NE",2001,-0.488436698913574,1,8.5,-0.598053634166718,-0.864362359046936,0,0.804349482059479,-0.196488693356514,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"NE",2002,-0.488436698913574,1,8.5,-0.59975653886795,-1.37346577644348,0,0.804349482059479,-0.278611928224564,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"NE",2003,-0.488436698913574,1,8.5,-0.59975653886795,-0.864362359046936,0,0.718640446662903,-0.196488693356514,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"NE",2004,-0.437824994325638,1,8.5,-0.59975653886795,-0.864362359046936,0,0.718640446662903,-0.278611928224564,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"NE",2005,-0.488436698913574,1,8.5,-0.59975653886795,-0.864362359046936,0,0.804349482059479,-0.196488693356514,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"NE",2006,-0.437824994325638,1,8.5,-0.598053634166718,-0.864362359046936,0,0.718640446662903,-0.196488693356514,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"NE",2007,-0.488436698913574,1,8.5,-0.598053634166718,-0.864362359046936,0,0.718640446662903,-0.278611928224564,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"NE",2008,-0.437824994325638,1,8.5,-0.598053634166718,-1.37346577644348,0,0.718640446662903,-0.196488693356514,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"NE",2009,-0.488436698913574,1,8.5,-0.598053634166718,-1.37346577644348,0,0.718640446662903,-0.278611928224564,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"electronic transactions act",0,0,0,0,0
"NH",1999,-0.0219287760555744,0,0,-0.684233784675598,-0.340126156806946,0,1.67086172103882,-1.32978880405426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"NH",2000,-0.0219287760555744,0,0,-0.687173843383789,-0.670238792896271,0,1.3401106595993,-1.38727509975433,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"NH",2001,-0.488436698913574,0,0,-0.690533757209778,-0.670238792896271,0,1.3401106595993,-1.32978880405426,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"NH",2002,5.88717126846313,0,0,-0.687173843383789,-0.670238792896271,0,1.65155136585236,-1.38727509975433,0,4,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,"electronic transactions act",0,0,0,0,0
"NJ",1999,4.72738075256348,0,0,0.664986550807953,0.558232843875885,0,2.4725980758667,0.394798308610916,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"electronic transactions act",0,0,0,0,0
"NM",1999,-0.488436698913574,0,0,-0.577860951423645,-0.342518031597137,0,-0.25181782245636,-1.17375481128693,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"NM",2000,0.2601458132267,0,0,-0.580328404903412,0.416996657848358,0,-0.0988451614975929,-0.713864922523499,2,4,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"NM",2001,4.75164031982422,0,0,-0.580328404903412,0.213224619626999,0,-0.25181782245636,-0.713864922523499,1,4,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"NM",2002,-0.488436698913574,0,0,-0.577860951423645,-0.342518031597137,0,-0.25181782245636,-0.713864922523499,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"NM",2003,-0.488436698913574,0,0,-0.577860951423645,0.213224619626999,0,-0.25181782245636,-1.17375481128693,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"NM",2004,-0.488436698913574,0,0,-0.575889110565186,-0.342518031597137,0,0.084890753030777,-0.713864922523499,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"NM",2005,0.2601458132267,0,0,-0.580328404903412,0.416996657848358,0,0.084890753030777,-0.713864922523499,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"NM",2006,0.2601458132267,0,0,-0.575889110565186,0.416996657848358,0,-0.0988451614975929,-0.713864922523499,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"NM",2007,0.2601458132267,0,0,-0.577860951423645,-0.342518031597137,0,0.084890753030777,-0.713864922523499,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"NM",2008,4.75164031982422,0,0,-0.580328404903412,0.213224619626999,0,-0.25181782245636,-1.17375481128693,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"NM",2009,0.2601458132267,0,0,-0.580328404903412,0.416996657848358,0,-0.0988451614975929,-1.17375481128693,2,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,"electronic transactions act",0,0,0,0,0
"NV",1999,-0.488436698913574,1,10,-0.54071569442749,0.277068644762039,0,1.11923861503601,-0.286824256181717,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"NV",2000,5.15509748458862,1,10,-0.525736629962921,0.277068644762039,0,1.11923861503601,-0.286824256181717,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,"electronic transactions act",0,0,0,0,0
"NY",1999,3.86091661453247,0,0,2.67735743522644,1.16504430770874,0,1.83959949016571,2.3411180973053,4,25,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"NY",2000,0.661172091960907,0,0,2.65280747413635,1.93396747112274,0,1.75570547580719,2.3411180973053,2,25,125,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"NY",2001,1.37009751796722,0,0,2.67735743522644,1.87140011787415,1,1.74195563793182,2.3411180973053,1,9,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"NY",2002,0.661172091960907,0,0,2.68555665016174,0.805526196956635,0,1.74195563793182,2.3411180973053,6,25,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"NY",2003,-0.12439389526844,0,0,2.66804981231689,1.03373718261719,0,1.83559393882751,2.3411180973053,6,36,729,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"NY",2004,-0.488436698913574,0,0,2.67838501930237,0.805526196956635,0,2.4734570980072,2.3411180973053,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"NY",2005,1.37009751796722,0,0,2.66804981231689,1.93396747112274,0,1.83559393882751,2.3411180973053,3,4,512,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
"NY",2006,-0.488436698913574,0,0,2.71021413803101,1.68277668952942,0,1.685054063797,2.3411180973053,1,100,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,"electronic transactions act",0,0,0,0,0
